ticket,last_date,price,mom_252,mom_90,mom_60,mom_20,mom_5,ma_20,ma_60,ma_200,ma_ratio_s_l,price_vs_ma_long,ann_vol_90,vol_90,ann_vol_30,vol_30,max_drawdown,downside_dev,avg_vol_20,avg_vol_60,vol_spike,mom_accel,volatility_change,rsi_14,atr_14,ann_return,sharpe_like,calmar,trend_r2,consec_up_10,skewness,kurtosis,history_days,score
qfemf,2026-02-27,595.3263194021539,4.953263194021539,1.454890513440617,1.349155905550087,0.949143608950382,0.18332379516139974,444.5393676079273,364.1434052430767,243.2807072503453,1.8272692998571884,2.447075751005167,0.9041690442650996,0.05695729605448583,1.0155420589727953,0.06397313652305968,-0.3641565114194808,0.042936667719276296,76080781.26615277,69824518.55006604,0.8633771949977113,-0.40001229659970505,1.1231772026380769,73.83944597978244,49.32565317832824,11.362034673161864,12.566272585008507,31.20096529064575,0.8289953437266786,2,0.8085926742904264,1.0561178948608854,241,2.1498622740527975
srgsv,2026-02-27,268.7019834058059,1.6870198340580589,0.8714115673190597,0.8774567037353826,0.5023125939613979,0.3322395676905774,203.57815575094588,170.85905612253285,133.00744979354891,1.5305770922260717,2.020202506106678,0.6346395664802842,0.039978534882587506,0.7345920867452576,0.0462749518239033,-0.15113872269243378,0.03343019782066184,2274763090.285011,1823439615.5920465,1.5956671112879912,-0.3751441097739847,1.1574949378933557,74.49799244221742,14.65475367234077,4.781946471949972,7.5349012644621,31.63945272768514,0.8567804446650757,4,0.2740648084456285,0.7652018513856449,241,1.5473592342832023
nrcuv,2026-02-27,299.09566074656834,1.9909566074656833,0.9932142501031511,0.5207800898991577,0.13719768483317152,0.008465351792475317,281.4920863398162,240.72600911476349,162.74947865874293,1.729603613221558,1.837767243309465,0.5492942725098683,0.03460228670602987,0.6439713675437015,0.04056638309444775,-0.1099311959159458,0.025096476425065888,14365269.858323729,13390842.952565856,1.6103095864117987,-0.3835824050659862,1.1723613345336148,65.12505426365993,15.616237436683624,5.898444165554483,10.738222589875111,53.655780931051424,0.9637699162815081,0,0.5242709027240184,-0.13802457587106165,241,1.3633460659968117
dlzxf,2026-02-27,168.245834090147,0.6824583409014702,1.1476942397278145,1.1308738337636401,0.320097035144409,0.3515032599954049,134.70162961476814,108.08508025369677,88.21836048281959,1.5269115054510016,1.9071521298676313,0.7434234094566432,0.04683127286300051,1.147254183170746,0.07227022045829373,-0.3796337136191327,0.03199069349181506,103575597.08568133,86714303.68895236,1.9826096951827175,-0.8107767986192311,1.5432042723352661,73.76542907384919,8.514230044254552,7.502034570192759,10.091200350653311,19.761244328577128,0.4742319081925597,2,1.7437567909526097,5.299796958541966,241,1.292640649050457
qzukm,2026-02-27,254.34315202931293,1.5434315202931295,0.7719885066745804,0.8074109839659027,0.34408991288506674,0.1635279028456731,200.90845037844218,175.54846413335406,142.75157227580866,1.4073992123103338,1.7817187437776012,0.5625647226988597,0.03543824649140943,0.6705804672933146,0.04224259882179983,-0.19763483826883443,0.02295565301685161,696522015.7766292,551336343.5401872,1.459418002949402,-0.463321071080836,1.1920058955781159,82.09032956476901,14.148692682478043,3.96238575974669,7.04343091535754,20.04902472891354,0.822376586853547,0,0.9439308939937755,0.6875004545700683,241,1.2485331017962527
pnmhm,2026-02-27,184.5338691301732,0.845338691301732,0.9404399946276989,0.648520783385345,0.18553194086602387,0.039940263466137216,168.89882593989114,136.77761356983655,109.91179025721634,1.5366761431425713,1.678926971316242,0.4764769559635368,0.03001522692696649,0.6616881463104173,0.04168243525277822,-0.16178048874555806,0.022397530001439122,975466606.6464245,712875061.0217652,1.0226773565403748,-0.46298884251932115,1.3887096461645974,63.10433211293765,10.101011285974142,5.399125218408172,11.331345935691692,33.37315432950448,0.6272856689480922,0,0.7845301093900723,1.1610160253211337,241,1.2482648471372284
xvzkf,2026-02-27,212.28707464343407,1.1228707464343408,0.5906113468921665,0.8350125427989867,0.4724607398469105,0.19328416456216524,169.7131014084638,143.20757144049148,120.30008101583196,1.4107480225613327,1.7646461486067628,0.49519503363907164,0.031194354987696377,0.6130001169937049,0.038615377695686716,-0.23049998283386197,0.02608011959268134,1300389683.4618502,976938218.2433981,1.5597288284636317,-0.36255180295207623,1.2378963319785643,73.35165575566211,12.634401475802827,2.667578460470763,5.386924906874282,11.573009367178479,0.7986146351619889,2,0.38452901320988186,0.38252715955018113,241,1.1690995739339864
lzakx,2026-02-27,187.59338184113776,0.8759338184113776,0.6704545806402864,0.6704545806402864,0.44117649219479604,0.21415923288354355,153.8621235159115,126.36118865071187,108.50037706108984,1.4180791595577884,1.7289652526625467,0.5503416111620058,0.034668262839649425,0.6720315513278006,0.042334008523864264,-0.16925351123788557,0.027735548769536524,690529443.1193589,528621674.67137533,1.2450053260828606,-0.22927808844549036,1.2211170961391389,70.46233543388252,10.43053428224526,3.2066567935244397,5.826666071558392,18.945880472857596,0.7057254525322054,4,0.3577900649607178,1.381442821295268,241,1.1668309631311358
xijqn,2026-02-27,244.16162695101772,1.441616269510177,0.6974262647529166,0.7789474509759633,0.30250484669593614,0.050913385021271296,211.7361609073874,170.8123017830729,136.54412046474033,1.550679444747774,1.78815188906123,0.4792489580401235,0.03018984664430942,0.6635703420971121,0.04180100244254793,-0.13615615377234902,0.024048726244606366,970334931.6576719,619791626.3217858,1.3250956877085698,-0.47644260428002716,1.3846046602295423,67.46765526944293,14.647373391479876,3.399613945740965,7.093628246253472,24.968492804409465,0.8322109108073111,0,0.672926174569317,1.2636129570338825,241,1.1607875372862382
xzkiy,2026-02-27,205.2284203864786,1.0522842038647862,0.8001876347761099,0.5827921473965882,0.04424774404338616,0.05671643660577885,203.75008146405997,168.82151608595262,128.32931988792205,1.5877126259253913,1.599232510264358,0.5383781940196481,0.0339146383970493,0.671777042173735,0.04231797595414886,-0.1911764671508278,0.030202876776393453,11035917834.015364,9575369343.583319,0.6795427909530655,-0.5385444033532021,1.2477790675553242,44.247783119962634,8.841055876106191,4.186683745093674,7.776473474594108,21.89957690655832,0.8027573091552939,1,0.27793415600597415,2.38780150381384,241,1.0931567062752743
zmdov,2026-02-27,226.84085758199387,1.2684085758199388,0.6769095527435047,0.44205364639484057,0.07303377528817556,0.1348782215124218,204.20724010959324,182.1793315445333,135.76098396082912,1.5041673546429852,1.6708840121972968,0.49158523597006976,0.030966959108757335,0.45831185305931194,0.028870933002574203,-0.12082401075931593,0.024431129790606586,606901560.712243,608506297.9304814,1.2365980833171448,-0.369019871106665,0.9323141107413205,71.68002115348565,8.661348861796023,3.252330275469121,6.616004789181951,26.917913542431844,0.953440072780509,0,0.5751922546049322,0.6833521711940351,241,1.0226872249862884
yzjga,2026-02-27,367.4310190578088,2.6743101905780877,0.47087679685169337,0.5012515931374595,0.054042158605758006,0.09144678210840973,359.8036494297994,320.52830115646833,215.30279498705502,1.6711517816095294,1.706578026904824,0.5479642999238763,0.03451850630809967,0.6974974896673469,0.04393821185122961,-0.2388613988052738,0.03620774517331348,5236926891.455713,4176929555.683525,0.9896566968433936,-0.4472094345317015,1.272888559512646,48.42592510420525,18.072889480567376,1.945870365717723,3.5510896713308604,8.146441306341208,0.9585383975357308,1,-0.3397539392466148,0.9379312585872279,241,0.9301307461560345
xewfk,2026-02-27,522.2282691174449,4.222282691174449,0.5079634230292065,-0.016972812489185363,-0.0871794871794872,0.005649717514124353,560.481486726435,569.977110503636,356.9330818731872,1.5702704937952354,1.4630985348158945,0.6555403669586026,0.04129516155563061,0.6105930444371022,0.03846374637729483,-0.33869193044243895,0.03497679017417872,33537370.939361714,32344774.44264198,1.012221652801791,-0.07020667469030184,0.9314346976655771,27.923659841731833,34.47362845341784,2.158597308124668,3.2928518470030133,6.373335512614239,0.8616017467084922,0,0.4868294206368943,0.6366987146038268,241,0.8919611913205976
uzumf,2026-02-27,255.15895753212976,1.5515895753212976,0.43341253824564663,0.5734126762618159,0.15597662886284125,0.12482264025471346,243.86504391869576,203.00635904797346,152.24589855252688,1.6017839970444738,1.6759660520012007,0.610054241686534,0.038429804994349094,0.8116824562615004,0.05113118863861885,-0.2328617505289572,0.03764125228232669,24779984685.440247,16529090089.410778,0.8602007998715809,-0.41743604739897466,1.3305086654049707,45.277767654230075,14.686233274981692,1.740560268051258,2.853123786565876,7.474650792143784,0.9234479534998378,1,-0.00917746484050297,1.467574665507529,241,0.8687012326816775
amogs,2026-02-27,254.82480141896687,1.5482480141896686,0.5269249557695759,0.386654539136869,0.06269705651003155,0.055304353133492024,240.69772814070734,213.94000458378935,153.1653759406807,1.5714891610513562,1.6637232785299603,0.5647466885994643,0.03557569742336711,0.5722616009494066,0.03604909240437652,-0.1932075788389962,0.028480957421407754,2692066971.5791388,2502885060.954573,0.8129937725943378,-0.32395748262683743,1.0133066939361293,69.38271591882068,9.460841922064484,2.2710677622896562,4.021391905673248,11.754548014817695,0.9463723303577428,0,0.6484829817643353,1.0192293893350417,241,0.7810546863968124
ijxnk,2026-02-27,309.16798062616914,2.0916798062616913,0.41316827453009,0.393507361238878,0.1535135169797579,0.21472336789394975,266.50333024901965,246.69575363434234,188.56065613582044,1.4133559763158847,1.6396208358642723,0.6057704688205141,0.03815995266871635,0.699454270062645,0.04406147742971355,-0.27141468013228,0.029410514928960723,12118951.657658037,11667090.553588312,1.0939452100107994,-0.23999384425912007,1.1546523062933207,74.68111384402964,14.555445557574286,1.633557840946318,2.696661400690252,6.018679019683708,0.8374891051024913,0,0.6481902385542208,0.45177622293176345,241,0.7772646047843927
cnejd,2026-02-27,573.8634900805118,4.738634900805119,0.13922819225137073,0.09768952187217939,0.1503915870272292,0.170001507794735,508.434263322243,532.7494468054388,427.64578972165424,1.1889144603808293,1.3419131062945475,0.6159351415547986,0.03880026686427053,0.5196621272389307,0.03273563701078607,-0.33557630233523894,0.03157280758912802,59697482.02258549,67229211.55083491,1.560206075789599,0.052702065155049826,0.8436961805482586,67.26441429208938,27.870558211802784,0.4404892669384939,0.7151552772692454,1.3126352006180921,0.6026934048985617,0,0.46855684318160834,0.600955246460479,241,0.7488989247232691
vljnf,2026-02-27,189.2811977957257,0.892811977957257,0.5165671197417501,0.4238287571038357,0.021704598235020356,0.08335664656108177,180.4987535743604,161.5281341395233,129.93343307045518,1.3891632762069597,1.4567551500900695,0.40103317416451423,0.025262715388718042,0.48221634867158075,0.030376774683681298,-0.13862089199616634,0.021565528280219286,134390408.21380702,104939468.53457515,0.8581878534289532,-0.40212415886881536,1.2024350565854385,54.2947238879772,8.420279245146173,2.2093167340714275,5.509062283124509,15.937833772794708,0.8847782039429102,1,0.10461958812981258,1.2414505129311397,241,0.6886129985523192
azrfv,2026-02-27,189.84549654630607,0.8984549654630607,0.7190235499142001,0.821376286564381,-0.12146892427062528,0.055131490580328846,191.6310210419618,167.81979047334622,123.96005050598646,1.5459095108319705,1.531505479143107,0.7065771737757032,0.044510178187747135,0.8915081280197812,0.056159733298406546,-0.3435412355101862,0.04061153477289525,502348308.1467124,751780142.1047267,0.7445072134704436,-0.9428452108350063,1.2617278902375848,46.75572476176996,7.746722190198208,3.558155258185236,5.035763098844093,10.357287249378057,0.6103761610792457,4,0.021176082357725425,0.8783824015741621,241,0.6749633642194819
eggrl,2026-02-27,193.84410495944545,0.9384410495944544,0.5689172659971848,0.3205004632984556,0.037037093102548324,0.08116632944871993,189.4995632045714,174.8953225891606,129.39579223884556,1.4644955598967133,1.4980711629334882,0.5791594095642171,0.03648361350404575,0.6555351034822884,0.041294829987788724,-0.2020330226160204,0.03456330064028846,6153863125.762172,5139399303.002077,0.6287113791305949,-0.2834633701959073,1.1318733521806477,46.21072084619774,8.446869715851573,2.529231272784052,4.367072745459057,12.518900326463235,0.9257263161582787,1,-0.013792607209664205,1.1101951798912753,241,0.6679519246180632
